taxid	species	phylum	superkingdom
2903597	Nocardia sp. NBC_01499	Actinomycetota	Bacteria
2903599	Sphaerisporangium sp. NBC_01403	Actinomycetota	Bacteria
2903609	Streptomyces sp. NBC_00005	Actinomycetota	Bacteria
2903610	Streptomyces sp. NBC_00008	Actinomycetota	Bacteria
2903611	Streptomyces sp. NBC_00015	Actinomycetota	Bacteria
2903612	Streptomyces sp. NBC_00024	Actinomycetota	Bacteria
2903613	Streptomyces sp. NBC_00029	Actinomycetota	Bacteria
2903614	Streptomyces sp. NBC_00035	Actinomycetota	Bacteria
2903616	Streptomyces sp. NBC_00040	Actinomycetota	Bacteria
2903619	Streptomyces sp. NBC_00090	Actinomycetota	Bacteria
2903621	Streptomyces sp. NBC_00104	Actinomycetota	Bacteria
2903622	Streptomyces sp. NBC_00105	Actinomycetota	Bacteria
2903623	Streptomyces sp. NBC_00122	Actinomycetota	Bacteria
2903624	Streptomyces sp. NBC_00133	Actinomycetota	Bacteria
2903625	Streptomyces sp. NBC_00138	Actinomycetota	Bacteria
2903626	Streptomyces sp. NBC_00148	Actinomycetota	Bacteria
2903627	Streptomyces sp. NBC_00158	Actinomycetota	Bacteria
2903629	Streptomyces sp. NBC_00162	Actinomycetota	Bacteria
2903630	Streptomyces sp. NBC_00169	Actinomycetota	Bacteria
2903631	Streptomyces sp. NBC_00172	Actinomycetota	Bacteria
2903634	Streptomyces sp. NBC_00190	Actinomycetota	Bacteria
2903635	Streptomyces sp. NBC_00207	Actinomycetota	Bacteria
2903636	Streptomyces sp. NBC_00210	Actinomycetota	Bacteria
2903637	Streptomyces sp. NBC_00228	Actinomycetota	Bacteria
2903638	Streptomyces sp. NBC_00234	Actinomycetota	Bacteria
2903639	Streptomyces sp. NBC_00236	Actinomycetota	Bacteria
2903640	Streptomyces sp. NBC_00239	Actinomycetota	Bacteria
2903641	Streptomyces sp. NBC_00250	Actinomycetota	Bacteria
2903642	Streptomyces sp. NBC_00258	Actinomycetota	Bacteria
2903643	Streptomyces sp. NBC_00259	Actinomycetota	Bacteria
2903644	Streptomyces sp. NBC_00273	Actinomycetota	Bacteria
2903645	Streptomyces sp. NBC_00310	Actinomycetota	Bacteria
2903646	Streptomyces sp. NBC_00328	Actinomycetota	Bacteria
2903647	Streptomyces sp. NBC_00391	Actinomycetota	Bacteria
2903649	Streptomyces sp. NBC_00435	Actinomycetota	Bacteria
2903651	Streptomyces sp. NBC_00442	Actinomycetota	Bacteria
2903652	Streptomyces sp. NBC_00448	Actinomycetota	Bacteria
2903653	Streptomyces sp. NBC_00453	Actinomycetota	Bacteria
2903654	Streptomyces sp. NBC_00455	Actinomycetota	Bacteria
2903655	Streptomyces sp. NBC_00466	Actinomycetota	Bacteria
2903656	Streptomyces sp. NBC_00487	Actinomycetota	Bacteria
2903657	Streptomyces sp. NBC_00490	Actinomycetota	Bacteria
2903658	Streptomyces sp. NBC_00496	Actinomycetota	Bacteria
2903659	Streptomyces sp. NBC_00503	Actinomycetota	Bacteria
2903660	Streptomyces sp. NBC_00525	Actinomycetota	Bacteria
2903661	Streptomyces sp. NBC_00554	Actinomycetota	Bacteria
2903663	Streptomyces sp. NBC_00564	Actinomycetota	Bacteria
2903665	Streptomyces sp. NBC_00576	Actinomycetota	Bacteria
2903667	Streptomyces sp. NBC_00637	Actinomycetota	Bacteria
2903668	Streptomyces sp. NBC_00656	Actinomycetota	Bacteria
2903669	Streptomyces sp. NBC_00659	Actinomycetota	Bacteria
2903670	Streptomyces sp. NBC_00683	Actinomycetota	Bacteria
2903671	Streptomyces sp. NBC_00691	Actinomycetota	Bacteria
2903672	Streptomyces sp. NBC_00696	Actinomycetota	Bacteria
2903673	Streptomyces sp. NBC_00723	Actinomycetota	Bacteria
2903674	Streptomyces sp. NBC_00726	Actinomycetota	Bacteria
2903675	Streptomyces sp. NBC_00727	Actinomycetota	Bacteria
2903676	Streptomyces sp. NBC_00728	Actinomycetota	Bacteria
2903677	Streptomyces sp. NBC_00827	Actinomycetota	Bacteria
2903678	Streptomyces sp. NBC_00828	Actinomycetota	Bacteria
2903679	Streptomyces sp. NBC_00829	Actinomycetota	Bacteria
2903680	Streptomyces sp. NBC_00838	Actinomycetota	Bacteria
2903681	Streptomyces sp. NBC_00853	Actinomycetota	Bacteria
2903682	Streptomyces sp. NBC_00859	Actinomycetota	Bacteria
2903683	Streptomyces sp. NBC_00868	Actinomycetota	Bacteria
2903684	Streptomyces sp. NBC_00869	Actinomycetota	Bacteria
2903685	Streptomyces sp. NBC_00870	Actinomycetota	Bacteria
2903686	Streptomyces sp. NBC_00872	Actinomycetota	Bacteria
2903687	Streptomyces sp. NBC_00890	Actinomycetota	Bacteria
2903690	Streptomyces sp. NBC_00932	Actinomycetota	Bacteria
2903697	Streptomyces sp. NBC_00963	Actinomycetota	Bacteria
2903700	Streptomyces sp. NBC_00984	Actinomycetota	Bacteria
2903702	Streptomyces sp. NBC_00986	Actinomycetota	Bacteria
2903703	Streptomyces sp. NBC_00987	Actinomycetota	Bacteria
2903704	Streptomyces sp. NBC_00988	Actinomycetota	Bacteria
2903705	Streptomyces sp. NBC_00989	Actinomycetota	Bacteria
2903710	Streptomyces sp. NBC_00996	Actinomycetota	Bacteria
2903712	Streptomyces sp. NBC_00998	Actinomycetota	Bacteria
2903713	Streptomyces sp. NBC_01001	Actinomycetota	Bacteria
2903714	Streptomyces sp. NBC_01003	Actinomycetota	Bacteria
2903715	Streptomyces sp. NBC_01005	Actinomycetota	Bacteria
2903716	Streptomyces sp. NBC_01006	Actinomycetota	Bacteria
2903717	Streptomyces sp. NBC_01012	Actinomycetota	Bacteria
2903718	Streptomyces sp. NBC_01013	Actinomycetota	Bacteria
2903719	Streptomyces sp. NBC_01014	Actinomycetota	Bacteria
2903721	Streptomyces sp. NBC_01017	Actinomycetota	Bacteria
2903722	Streptomyces sp. NBC_01020	Actinomycetota	Bacteria
2903723	Streptomyces sp. NBC_01022	Actinomycetota	Bacteria
2903724	Streptomyces sp. NBC_01023	Actinomycetota	Bacteria
2903746	Streptomyces sp. NBC_01077	Actinomycetota	Bacteria
2903747	Streptomyces sp. NBC_01089	Actinomycetota	Bacteria
2903748	Streptomyces sp. NBC_01092	Actinomycetota	Bacteria
2903749	Streptomyces sp. NBC_01102	Actinomycetota	Bacteria
2903750	Streptomyces sp. NBC_01104	Actinomycetota	Bacteria
2903751	Streptomyces sp. NBC_01108	Actinomycetota	Bacteria
2903752	Streptomyces sp. NBC_01116	Actinomycetota	Bacteria
2903753	Streptomyces sp. NBC_01124	Actinomycetota	Bacteria
2903754	Streptomyces sp. NBC_01136	Actinomycetota	Bacteria
2903755	Streptomyces sp. NBC_01166	Actinomycetota	Bacteria
2903756	Streptomyces sp. NBC_01167	Actinomycetota	Bacteria
2903757	Streptomyces sp. NBC_01171	Actinomycetota	Bacteria
2903758	Streptomyces sp. NBC_01174	Actinomycetota	Bacteria
2903759	Streptomyces sp. NBC_01175	Actinomycetota	Bacteria
2903760	Streptomyces sp. NBC_01176	Actinomycetota	Bacteria
2903761	Streptomyces sp. NBC_01177	Actinomycetota	Bacteria
2903762	Streptomyces sp. NBC_01178	Actinomycetota	Bacteria
2903763	Streptomyces sp. NBC_01180	Actinomycetota	Bacteria
2903764	Streptomyces sp. NBC_01185	Actinomycetota	Bacteria
2903765	Streptomyces sp. NBC_01186	Actinomycetota	Bacteria
2903766	Streptomyces sp. NBC_01187	Actinomycetota	Bacteria
2903767	Streptomyces sp. NBC_01190	Actinomycetota	Bacteria
2903768	Streptomyces sp. NBC_01197	Actinomycetota	Bacteria
2903769	Streptomyces sp. NBC_01198	Actinomycetota	Bacteria
2903770	Streptomyces sp. NBC_01201	Actinomycetota	Bacteria
2903771	Streptomyces sp. NBC_01205	Actinomycetota	Bacteria
2903772	Streptomyces sp. NBC_01207	Actinomycetota	Bacteria
2903773	Streptomyces sp. NBC_01208	Actinomycetota	Bacteria
2903774	Streptomyces sp. NBC_01210	Actinomycetota	Bacteria
2903775	Streptomyces sp. NBC_01212	Actinomycetota	Bacteria
2903776	Streptomyces sp. NBC_01213	Actinomycetota	Bacteria
2903778	Streptomyces sp. NBC_01216	Actinomycetota	Bacteria
2903779	Streptomyces sp. NBC_01217	Actinomycetota	Bacteria
2903780	Streptomyces sp. NBC_01218	Actinomycetota	Bacteria
2903781	Streptomyces sp. NBC_01220	Actinomycetota	Bacteria
2903783	Streptomyces sp. NBC_01224	Actinomycetota	Bacteria
2903784	Streptomyces sp. NBC_01230	Actinomycetota	Bacteria
2903786	Streptomyces sp. NBC_01232	Actinomycetota	Bacteria
2903787	Streptomyces sp. NBC_01233	Actinomycetota	Bacteria
2903788	Streptomyces sp. NBC_01235	Actinomycetota	Bacteria
2903789	Streptomyces sp. NBC_01236	Actinomycetota	Bacteria
2903790	Streptomyces sp. NBC_01237	Actinomycetota	Bacteria
2903791	Streptomyces sp. NBC_01238	Actinomycetota	Bacteria
2903793	Streptomyces sp. NBC_01240	Actinomycetota	Bacteria
2903794	Streptomyces sp. NBC_01241	Actinomycetota	Bacteria
2903796	Streptomyces sp. NBC_01243	Actinomycetota	Bacteria
2903797	Streptomyces sp. NBC_01244	Actinomycetota	Bacteria
2903798	Streptomyces sp. NBC_01255	Actinomycetota	Bacteria
2903799	Streptomyces sp. NBC_01257	Actinomycetota	Bacteria
2903800	Streptomyces sp. NBC_01259	Actinomycetota	Bacteria
2903801	Streptomyces sp. NBC_01260	Actinomycetota	Bacteria
2903802	Streptomyces sp. NBC_01261	Actinomycetota	Bacteria
2903803	Streptomyces sp. NBC_01262	Actinomycetota	Bacteria
2903805	Streptomyces sp. NBC_01267	Actinomycetota	Bacteria
2903806	Streptomyces sp. NBC_01268	Actinomycetota	Bacteria
2903808	Streptomyces sp. NBC_01276	Actinomycetota	Bacteria
2903809	Streptomyces sp. NBC_01278	Actinomycetota	Bacteria
2903810	Streptomyces sp. NBC_01280	Actinomycetota	Bacteria
2903811	Streptomyces sp. NBC_01281	Actinomycetota	Bacteria
2903812	Streptomyces sp. NBC_01283	Actinomycetota	Bacteria
2903814	Streptomyces sp. NBC_01288	Actinomycetota	Bacteria
2903815	Streptomyces sp. NBC_01294	Actinomycetota	Bacteria
2903816	Streptomyces sp. NBC_01296	Actinomycetota	Bacteria
2903817	Streptomyces sp. NBC_01298	Actinomycetota	Bacteria
2903818	Streptomyces sp. NBC_01304	Actinomycetota	Bacteria
2903820	Streptomyces sp. NBC_01310	Actinomycetota	Bacteria
2903821	Streptomyces sp. NBC_01314	Actinomycetota	Bacteria
2903822	Streptomyces sp. NBC_01317	Actinomycetota	Bacteria
2903823	Streptomyces sp. NBC_01318	Actinomycetota	Bacteria
2903824	Streptomyces sp. NBC_01320	Actinomycetota	Bacteria
2903825	Streptomyces sp. NBC_01321	Actinomycetota	Bacteria
2903826	Streptomyces sp. NBC_01324	Actinomycetota	Bacteria
2903827	Streptomyces sp. NBC_01334	Actinomycetota	Bacteria
2903828	Streptomyces sp. NBC_01335	Actinomycetota	Bacteria
2903829	Streptomyces sp. NBC_01336	Actinomycetota	Bacteria
2903830	Streptomyces sp. NBC_01340	Actinomycetota	Bacteria
2903831	Streptomyces sp. NBC_01341	Actinomycetota	Bacteria
2903832	Streptomyces sp. NBC_01343	Actinomycetota	Bacteria
2903833	Streptomyces sp. NBC_01351	Actinomycetota	Bacteria
2903834	Streptomyces sp. NBC_01352	Actinomycetota	Bacteria
2903835	Streptomyces sp. NBC_01353	Actinomycetota	Bacteria
2903836	Streptomyces sp. NBC_01356	Actinomycetota	Bacteria
2903837	Streptomyces sp. NBC_01358	Actinomycetota	Bacteria
2903838	Streptomyces sp. NBC_01361	Actinomycetota	Bacteria
2903839	Streptomyces sp. NBC_01362	Actinomycetota	Bacteria
2903841	Streptomyces sp. NBC_01367	Actinomycetota	Bacteria
2903842	Streptomyces sp. NBC_01369	Actinomycetota	Bacteria
2903844	Streptomyces sp. NBC_01378	Actinomycetota	Bacteria
2903846	Streptomyces sp. NBC_01383	Actinomycetota	Bacteria
2903847	Streptomyces sp. NBC_01384	Actinomycetota	Bacteria
2903848	Streptomyces sp. NBC_01386	Actinomycetota	Bacteria
2903849	Streptomyces sp. NBC_01387	Actinomycetota	Bacteria
2903850	Streptomyces sp. NBC_01390	Actinomycetota	Bacteria
2903852	Streptomyces sp. NBC_01396	Actinomycetota	Bacteria
2903854	Streptomyces sp. NBC_01401	Actinomycetota	Bacteria
2903856	Streptomyces sp. NBC_01410	Actinomycetota	Bacteria
2903857	Streptomyces sp. NBC_01411	Actinomycetota	Bacteria
2903858	Streptomyces sp. NBC_01420	Actinomycetota	Bacteria
2903859	Streptomyces sp. NBC_01422	Actinomycetota	Bacteria
2903860	Streptomyces sp. NBC_01423	Actinomycetota	Bacteria
2903861	Streptomyces sp. NBC_01428	Actinomycetota	Bacteria
2903862	Streptomyces sp. NBC_01429	Actinomycetota	Bacteria
2903863	Streptomyces sp. NBC_01431	Actinomycetota	Bacteria
2903865	Streptomyces sp. NBC_01435	Actinomycetota	Bacteria
2903866	Streptomyces sp. NBC_01438	Actinomycetota	Bacteria
2903867	Streptomyces sp. NBC_01439	Actinomycetota	Bacteria
2903869	Streptomyces sp. NBC_01445	Actinomycetota	Bacteria
2903871	Streptomyces sp. NBC_01450	Actinomycetota	Bacteria
2903872	Streptomyces sp. NBC_01451	Actinomycetota	Bacteria
2903873	Streptomyces sp. NBC_01453	Actinomycetota	Bacteria
2903874	Streptomyces sp. NBC_01455	Actinomycetota	Bacteria
2903875	Streptomyces sp. NBC_01460	Actinomycetota	Bacteria
2903876	Streptomyces sp. NBC_01462	Actinomycetota	Bacteria
2903878	Streptomyces sp. NBC_01465	Actinomycetota	Bacteria
2903879	Streptomyces sp. NBC_01471	Actinomycetota	Bacteria
2903880	Streptomyces sp. NBC_01474	Actinomycetota	Bacteria
2903881	Streptomyces sp. NBC_01476	Actinomycetota	Bacteria
2903882	Streptomyces sp. NBC_01478	Actinomycetota	Bacteria
2903883	Streptomyces sp. NBC_01483	Actinomycetota	Bacteria
2903884	Streptomyces sp. NBC_01485	Actinomycetota	Bacteria
2903885	Streptomyces sp. NBC_01497	Actinomycetota	Bacteria
2903887	Streptomyces sp. NBC_01506	Actinomycetota	Bacteria
2903888	Streptomyces sp. NBC_01508	Actinomycetota	Bacteria
2903889	Streptomyces sp. NBC_01511	Actinomycetota	Bacteria
2903890	Streptomyces sp. NBC_01515	Actinomycetota	Bacteria
2903891	Streptomyces sp. NBC_01518	Actinomycetota	Bacteria
2903892	Streptomyces sp. NBC_01520	Actinomycetota	Bacteria
2903893	Streptomyces sp. NBC_01525	Actinomycetota	Bacteria
2903894	Streptomyces sp. NBC_01527	Actinomycetota	Bacteria
2903895	Streptomyces sp. NBC_01530	Actinomycetota	Bacteria
2903896	Streptomyces sp. NBC_01537	Actinomycetota	Bacteria
2903897	Streptomyces sp. NBC_01538	Actinomycetota	Bacteria
2903898	Streptosporangium sp. NBC_01469	Actinomycetota	Bacteria
2903899	Streptosporangium sp. NBC_01495	Actinomycetota	Bacteria
2903901	Phenylobacterium sp. LH3H17	Pseudomonadota	Bacteria
2903960	Sphingomonas sp. S2-65	Pseudomonadota	Bacteria
2904129	Pandoraea sp. NE5	Pseudomonadota	Bacteria
2904242	Microbulbifer sp. YPW16	Pseudomonadota	Bacteria
2904243	Halobaculum sp. CBA1158	Methanobacteriota	Archaea
2904252	Lysobacter sp. KIS68-7	Pseudomonadota	Bacteria
2904253	Lysobacter sp. 5GHs7-4	Pseudomonadota	Bacteria
2904523	Allobranchiibius sp. GilTou73	Actinomycetota	Bacteria
2904790	Cellulomonas sp. S1-8	Actinomycetota	Bacteria
2905121	Flagellimonas sp. HMM57	Bacteroidota	Bacteria
2905832	Sphingobium sp. TA15	Pseudomonadota	Bacteria
2905871	Herbiconiux sp. L3-i23	Actinomycetota	Bacteria
2905879	Acinetobacter sp. SH20PTE14	Pseudomonadota	Bacteria
2905880	Acinetobacter sp. SH20PTE17	Pseudomonadota	Bacteria
2906072	Aurantimonas sp. HBX-1	Pseudomonadota	Bacteria
2906514	Burkholderia sp. S-53	Pseudomonadota	Bacteria
2906776	Halolamina sp. CBA1160	Methanobacteriota	Archaea
2906777	Halobacterium sp. CBA1161	Methanobacteriota	Archaea
2907154	Erythrobacter sp. SDW2	Pseudomonadota	Bacteria
2907156	Pseudoalteromonas sp. N1230-9	Pseudomonadota	Bacteria
2907159	Synechococcus sp. NB0720_010	Cyanobacteriota	Bacteria
2907239	Phaeobacter sp. BS23	Pseudomonadota	Bacteria
2907240	Phaeobacter sp. BS34	Pseudomonadota	Bacteria
2907241	Phaeobacter sp. BS52	Pseudomonadota	Bacteria
2907242	Pseudoalteromonas sp. PB2-1	Pseudomonadota	Bacteria
2907534	Photobacterium sp. TLY01	Pseudomonadota	Bacteria
2907545	Streptomyces sp. GQFP	Actinomycetota	Bacteria
2907623	Sphingobacterium sp. SRCM116780	Bacteroidota	Bacteria
2907624	Rhodococcus sp. DMF-1	Actinomycetota	Bacteria
2907827	Dehalobacter sp. DCM	Bacillota	Bacteria
2908210	Antarcticibacterium sp. 1MA-6-2	Bacteroidota	Bacteria
2908211	Jeotgalibaca sp. MA1X17-3	Bacillota	Bacteria
2908637	Acinetobacter sp. SCLZS86	Pseudomonadota	Bacteria
2908645	Kaistella sp. 97-N-M2	Bacteroidota	Bacteria
2908646	Vibrio sp. SS-MA-C1-2	Pseudomonadota	Bacteria
2908648	Suttonella sp. R2A3	Pseudomonadota	Bacteria
2908650	Shewanella sp. OMA3-2	Pseudomonadota	Bacteria
2908651	Ornithinimicrobium sp. INDO-MA30-4	Actinomycetota	Bacteria
2908837	Mycolicibacterium sp. YH-1	Actinomycetota	Bacteria
2908840	Planococcus sp. 107-1	Bacillota	Bacteria
2908842	Allomuricauda sp. SCSIO 64092	Bacteroidota	Bacteria
2908843	Allomuricauda sp. SCSIO 65647	Bacteroidota	Bacteria
2909588	Microbacterium sp. KUDC0406	Actinomycetota	Bacteria
2909669	Simiduia sp. 21SJ11W-1	Pseudomonadota	Bacteria
2911367	Streptomyces sp. NBU3104	Actinomycetota	Bacteria
2911495	Sphingopyxis sp. BSN-002	Pseudomonadota	Bacteria
2911520	Methylobacter sp. YRD-M1	Pseudomonadota	Bacteria
2911524	Avibacterium sp. 20-126	Pseudomonadota	Bacteria
2911526	Avibacterium sp. 20-132	Pseudomonadota	Bacteria
2911527	Avibacterium sp. 21-595	Pseudomonadota	Bacteria
2911969	Moraxella sp. ZY21109	Pseudomonadota	Bacteria
2911970	Moraxella sp. ZY200743	Pseudomonadota	Bacteria
2912260	Bacillus sp. R45	Bacillota	Bacteria
2912268	Paenibacillus melissococcoides	Bacillota	Bacteria
2912314	Vibrio sp. JC009	Pseudomonadota	Bacteria
2912315	Vibrio sp. DW001	Pseudomonadota	Bacteria
2912628	Enterobacter cloacae complex sp. ECL414	Pseudomonadota	Bacteria
2912629	Enterobacter cloacae complex sp. ECL411	Pseudomonadota	Bacteria
2912630	Enterobacter cloacae complex sp. ECL405	Pseudomonadota	Bacteria
2912631	Enterobacter cloacae complex sp. ECL404	Pseudomonadota	Bacteria
2912675	Neisseria sp. Dent CA1/247	Pseudomonadota	Bacteria
2912824	Niallia sp. Man26	Bacillota	Bacteria
2912825	Bacillus sp. Man122	Bacillota	Bacteria
2912855	Photobacterium sp. CCB-ST2H9	Pseudomonadota	Bacteria
2913412	Streptomyces sp. CB09030	Actinomycetota	Bacteria
2913495	Acinetobacter sp. AHP123	Pseudomonadota	Bacteria
2913506	Lysinibacillus sp. ACHW1.5	Bacillota	Bacteria
2913616	Prevotella sp. E13-17	Bacteroidota	Bacteria
2913620	Prevotella sp. E2-28	Bacteroidota	Bacteria
2913621	Prevotella sp. E9-3	Bacteroidota	Bacteria
2914041	Nostoc sp. UHCC 0870	Cyanobacteriota	Bacteria
2914159	Amycolatopsis sp. FU40	Actinomycetota	Bacteria
2914983	Pectobacterium sp. A5351	Pseudomonadota	Bacteria
2915130	Dietzia sp. B32	Actinomycetota	Bacteria
2916397	Rhodophyticola sp. CCM32	Pseudomonadota	Bacteria
2916464	Candidatus Psyllophila symbiotica	Pseudomonadota	Bacteria
2916633	Pseudoalteromonas sp. KAN5	Pseudomonadota	Bacteria
2916754	Flaviramulus sp. BrNp1-15	Bacteroidota	Bacteria
2916755	Emticicia sp. 21SJ11W-3	Bacteroidota	Bacteria
2916802	Parageobacillus sp. KH3-4	Bacillota	Bacteria
2916816	Wolbachia endosymbiont of Howardula sp.	Pseudomonadota	Bacteria
2917691	Deinococcus sp. KNUC1210	Deinococcota	Bacteria
2917713	Marinobacter sp. M1C	Pseudomonadota	Bacteria
2917714	Marinobacter sp. M2C	Pseudomonadota	Bacteria
2917715	Marinobacter sp. M3C	Pseudomonadota	Bacteria
2917716	Marinobacter sp. M4C	Pseudomonadota	Bacteria
2917724	Nocardioides sp. TF02-7	Actinomycetota	Bacteria
2917725	Georgenia sp. TF02-10	Actinomycetota	Bacteria
2917727	Rhizobium sp. C104	Pseudomonadota	Bacteria
2918299	Comamonas sp. B21-038	Pseudomonadota	Bacteria
2918453	Lutibacter sp. A80	Bacteroidota	Bacteria
2918454	Flavobacterium sp. CBA20B-1	Bacteroidota	Bacteria
2918516	Endozoicomonas sp. SCSIO W0465	Pseudomonadota	Bacteria
2918526	Lutibacter sp. A64	Bacteroidota	Bacteria
2918527	Rhizobium sp. K102	Pseudomonadota	Bacteria
2918755	Alcaligenes sp. NLF5-7	Pseudomonadota	Bacteria
2918884	Bacillus sp. jun7	Bacillota	Bacteria
2918899	Thermus sp. NEB1569	Deinococcota	Bacteria
2919322	Amycolatopsis sp. EV170708-02-1	Actinomycetota	Bacteria
2919376	Acinetobacter sp. AOR07_HL	Pseudomonadota	Bacteria
2919499	Endozoicomonas sp. Mp262	Pseudomonadota	Bacteria
2919578	Massilia sp. MB5	Pseudomonadota	Bacteria
2919914	Sphingomonas sp. LaA6.9	Pseudomonadota	Bacteria
2920269	Cupriavidus sp. U2	Pseudomonadota	Bacteria
2920387	Pseudomonas sp. LS.1a	Pseudomonadota	Bacteria
2920537	Aeromonas sp. 19NY04SH05-1	Pseudomonadota	Bacteria
2920881	Acidovorax sp. SUPP3334	Pseudomonadota	Bacteria
2920934	Enterococcus sp. LX10	Bacillota	Bacteria
2920939	Chryseobacterium sp. Y16C	Bacteroidota	Bacteria
2921353	Streptomyces sp. PBSH9	Actinomycetota	Bacteria
2921357	Paenibacillus sp. FSL E2-0151	Bacillota	Bacteria
2921360	Paenibacillus sp. FSL E2-0177	Bacillota	Bacteria
2921361	Paenibacillus sp. FSL E2-0178	Bacillota	Bacteria
2921364	Peribacillus sp. FSL E2-0218	Bacillota	Bacteria
2921369	Paenibacillus sp. FSL F4-0097	Bacillota	Bacteria
2921370	Paenibacillus sp. FSL F4-0100	Bacillota	Bacteria
2921375	Paenibacillus sp. FSL H8-0079	Bacillota	Bacteria
2921378	Paenibacillus sp. FSL H8-0168	Bacillota	Bacteria
2921379	Paenibacillus sp. FSL H8-0175	Bacillota	Bacteria
2921380	Paenibacillus sp. FSL H8-0260	Bacillota	Bacteria
2921381	Paenibacillus sp. FSL H8-0261	Bacillota	Bacteria
2921382	Paenibacillus sp. FSL H8-0280	Bacillota	Bacteria
2921383	Paenibacillus sp. FSL H8-0283	Bacillota	Bacteria
2921385	Paenibacillus sp. FSL H8-0317	Bacillota	Bacteria
2921386	Paenibacillus sp. FSL H8-0457	Bacillota	Bacteria
2921389	Psychrobacillus sp. FSL H8-0483	Bacillota	Bacteria
2921393	Lysinibacillus sp. FSL H8-0500	Bacillota	Bacteria
2921397	Bacillus sp. FSL H8-0516	Bacillota	Bacteria
2921399	Paenibacillus sp. FSL H8-0537	Bacillota	Bacteria
2921401	Paenisporosarcina sp. FSL H8-0542	Bacillota	Bacteria
2921409	Bacillus sp. FSL K6-0046	Bacillota	Bacteria
2921411	Lysinibacillus sp. FSL K6-0057	Bacillota	Bacteria
2921415	Lysinibacillus sp. FSL K6-0075	Bacillota	Bacteria
2921416	Metasolibacillus sp. FSL K6-0083	Bacillota	Bacteria
2921417	Paenibacillus sp. FSL K6-0108	Bacillota	Bacteria
2921420	Oceanobacillus sp. FSL K6-0127	Bacillota	Bacteria
2921422	Bacillus sp. FSL K6-0138	Bacillota	Bacteria
2921427	Paenibacillus sp. FSL H3-0286	Bacillota	Bacteria
2921428	Paenibacillus sp. FSL H3-0302	Bacillota	Bacteria
2921430	Paenibacillus sp. FSL H3-0457	Bacillota	Bacteria
2921431	Metasolibacillus sp. FSL H7-0170	Bacillota	Bacteria
2921432	Siminovitchia sp. FSL H7-0308	Bacillota	Bacteria
2921435	Paenibacillus sp. FSL H7-0442	Bacillota	Bacteria
2921436	Bacillus sp. FSL H7-0578	Bacillota	Bacteria
2921437	Paenibacillus sp. FSL H7-0690	Bacillota	Bacteria
2921443	Paenibacillus sp. FSL H7-0940	Bacillota	Bacteria
2921444	Paenibacillus sp. FSL H7-0942	Bacillota	Bacteria
2921446	Bacillus sp. FSL K6-0255	Bacillota	Bacteria
2921447	Terribacillus sp. FSL K6-0262	Bacillota	Bacteria
2921450	Paenibacillus sp. FSL K6-0276	Bacillota	Bacteria
2921454	Bacillus sp. FSL K6-0923	Bacillota	Bacteria
2921456	Bacillus sp. FSL K6-0993	Bacillota	Bacteria
2921457	Bacillus sp. FSL K6-0994	Bacillota	Bacteria
2921458	Bacillus sp. FSL K6-1000	Bacillota	Bacteria
